customer_id,first_name,last_name,email,phone,city,country
1128,Lawrence,Martin,anita62@example.com,+1-738-487-9618,North Regina,Iceland
1129,Thomas,Newton,taylornathan@example.net,4034600104,Laneland,Somalia
1130,Robert,Davis,sara45@example.org,001-399-950-2397x85876,New Emily,Faroe Islands
1131,Caitlin,Perez,gsanchez@example.org,(434)793-3535,North Juan,Hungary
1132,Jonathan,Davies,ericbates@example.org,592-307-2429x27074,Moralesland,Norfolk Island
1133,Patricia,Jacobs,micheal88@example.com,(684)876-8818x6109,Morgantown,Gabon
1134,Heidi,Beck,rgreene@example.net,997.531.0995,New Nicholasberg,Liberia
1135,Devin,Allen,fburke@example.net,911.203.2174x6760,New Craigburgh,Palau
1136,Leslie,Johnson,hjohnson@example.net,+1-648-759-8867,South Leslie,Bolivia
1137,Michael,Castro,bprice@example.net,873-712-9656x438,South Amberville,Malawi
1138,Lisa,Sanchez,phughes@example.net,001-531-722-6304,Sarahside,United Arab Emirates
1139,Jose,Cortez,bmcdaniel@example.org,536.222.3398,East Veronica,United States of America
1140,Phillip,Cook,francopeter@example.org,+1-894-686-8284x7377,Lake Loganville,Palau
1141,Nicole,Morris,stephenhenderson@example.org,+1-506-908-9363x4158,Amandaview,Yemen
1142,Antonio,Rodriguez,ethomas@example.net,(674)534-6916x397,East Jessica,Saint Kitts and Nevis
1143,Willie,White,michellecabrera@example.org,7203026866,Josephville,Cambodia
1144,Jacob,Hendrix,jason43@example.net,(332)232-9601,Debramouth,Sweden
1145,Johnny,Hahn,alexander62@example.org,(206)491-2987x672,Wareport,Monaco
1146,Tracy,Ortiz,debra96@example.com,537.666.1499x859,Port Steveborough,Samoa
1147,Rita,Ferguson,susanrodriguez@example.net,(878)603-9757x30994,Port Kristamouth,Saint Barthelemy
1148,Mark,Campbell,martinezbrady@example.com,001-607-581-5029,East Micheleton,Jordan
1149,Amy,Daniels,edwardpage@example.org,+1-673-804-6505x1912,New Carlberg,Finland
